EquipmentSerialNumberID,ModelCode,ModelYear,AskingPrice,PredictedValue,AbsPredictionError,AskingPriceDiffToPredicted,LocationCity,LocationState,ObservationDate,ManufacturerDeliveryPrice
1684,8530,2006,88500.00000,88882.00,382.00000,-382.00000,SALEM,OR,2021-06-01,176668.80
1684,8530,2006,88500.00000,86768.00,1732.00000,1732.00000,SALEM,OR,2021-07-01,176668.80
1684,8530,2006,88500.00000,84764.00,3736.00000,3736.00000,SALEM,OR,2021-08-01,176668.80
1392,8R 410,2020,381900.00000,378596.00,3304.00000,3304.00000,ASSUMPTION,IL,2021-04-01,384627.32
1392,8R 410,2020,381900.00000,377674.00,4226.00000,4226.00000,ASSUMPTION,IL,2021-05-01,384627.32
1392,8R 410,2020,378900.00000,372082.00,6818.00000,6818.00000,PETERSBURG,IL,2021-06-01,384627.32
1392,8R 410,2020,378900.00000,372082.00,6818.00000,6818.00000,HAVANA,IL,2021-06-01,384627.32
3201,8R 370,2020,349500.00000,349768.00,268.00000,-268.00000,SAUK CENTRE,MN,2021-07-01,358917.02
2164,8100,1998,42500.00000,82874.00,40374.00000,-40374.00000,ALAMO,TN,2021-04-01,86261.56
3443,8100,1998,42500.00000,82874.00,40374.00000,-40374.00000,ALAMO,TN,2021-04-01,86261.56
2164,8100,1998,42500.00000,82972.00,40472.00000,-40472.00000,ALAMO,TN,2021-05-01,86261.56
3443,8100,1998,42500.00000,82972.00,40472.00000,-40472.00000,ALAMO,TN,2021-05-01,86261.56
2164,8100,1998,42500.00000,83072.00,40572.00000,-40572.00000,ALAMO,TN,2021-06-01,86261.56
3443,8100,1998,42500.00000,83072.00,40572.00000,-40572.00000,ALAMO,TN,2021-06-01,86261.56
2164,8100,1998,42500.00000,87188.00,44688.00000,-44688.00000,ALAMO,TN,2021-07-01,86261.56
3443,8100,1998,42500.00000,87188.00,44688.00000,-44688.00000,ALAMO,TN,2021-07-01,86261.56
2164,8100,1998,42500.00000,82772.00,40272.00000,-40272.00000,ALAMO,TN,2021-08-01,86261.56
3443,8100,1998,42500.00000,82772.00,40272.00000,-40272.00000,ALAMO,TN,2021-08-01,86261.56
1717,8245R,2020,254900.00000,227888.00,27012.00000,27012.00000,ELIZABETHTOWN,KY,2021-04-01,271885.46
1717,8245R,2020,254900.00000,227316.00,27584.00000,27584.00000,ELIZABETHTOWN,KY,2021-05-01,271885.46
1717,8245R,2020,254900.00000,226750.00,28150.00000,28150.00000,ELIZABETHTOWN,KY,2021-06-01,271885.46
1717,8245R,2020,254900.00000,243972.00,10928.00000,10928.00000,ELIZABETHTOWN,KY,2021-07-01,271885.46
495,8245R,2019,159800.00000,162918.00,3118.00000,-3118.00000,GREELEY,CO,2021-04-01,202745.62
495,8245R,2019,159800.00000,162670.00,2870.00000,-2870.00000,GREELEY,CO,2021-05-01,202745.62
495,8245R,2019,159800.00000,162410.00,2610.00000,-2610.00000,GREELEY,CO,2021-06-01,202745.62
495,8245R,2019,159800.00000,172652.00,12852.00000,-12852.00000,GREELEY,CO,2021-07-01,202745.62
510,8245R,2018,154500.00000,153254.00,1246.00000,1246.00000,AMERICUS,GA,2021-04-01,209645.59
510,8245R,2018,154500.00000,152894.00,1606.00000,1606.00000,AMERICUS,GA,2021-05-01,209645.59
510,8245R,2018,154500.00000,152558.00,1942.00000,1942.00000,AMERICUS,GA,2021-06-01,209645.59
510,8245R,2018,154500.00000,157580.00,3080.00000,-3080.00000,AMERICUS,GA,2021-07-01,209645.59
510,8245R,2018,154500.00000,156060.00,1560.00000,-1560.00000,AMERICUS,GA,2021-08-01,209645.59
1757,8245R,2018,149500.00000,145998.00,3502.00000,3502.00000,AMERICUS,GA,2021-04-01,209645.59
1757,8245R,2018,149500.00000,145662.00,3838.00000,3838.00000,AMERICUS,GA,2021-05-01,209645.59
1757,8245R,2018,149500.00000,145326.00,4174.00000,4174.00000,AMERICUS,GA,2021-06-01,209645.59
1757,8245R,2018,149500.00000,150624.00,1124.00000,-1124.00000,AMERICUS,GA,2021-07-01,209645.59
1757,8245R,2018,149500.00000,148416.00,1084.00000,1084.00000,AMERICUS,GA,2021-08-01,209645.59
507,8245R,2014,121500.00000,118134.00,3366.00000,3366.00000,AMERICUS,GA,2021-04-01,190929.20
507,8245R,2014,121500.00000,117862.00,3638.00000,3638.00000,AMERICUS,GA,2021-05-01,190929.20
507,8245R,2014,121500.00000,117590.00,3910.00000,3910.00000,AMERICUS,GA,2021-06-01,190929.20
507,8245R,2014,121500.00000,116976.00,4524.00000,4524.00000,AMERICUS,GA,2021-07-01,190929.20
4177,8270R,2020,255306.00000,247542.00,7764.00000,7764.00000,BLAKELY,GA,2021-04-01,265873.30
4177,8270R,2020,255306.00000,241854.00,13452.00000,13452.00000,BLAKELY,GA,2021-05-01,265873.30
4177,8270R,2020,255306.00000,241366.00,13940.00000,13940.00000,BLAKELY,GA,2021-06-01,265873.30
4177,8270R,2020,255306.00000,243236.00,12070.00000,12070.00000,BLAKELY,GA,2021-07-01,265873.30
682,8295R,2020,284500.00000,285888.00,1388.00000,-1388.00000,WABASH,IN,2021-04-01,281793.05
682,8295R,2020,284500.00000,284674.00,174.00000,-174.00000,SWAYZEE,IN,2021-05-01,281793.05
682,8295R,2020,284500.00000,283694.00,806.00000,806.00000,SWAYZEE,IN,2021-06-01,281793.05
682,8295R,2020,284500.00000,283674.00,826.00000,826.00000,SWAYZEE,IN,2021-06-01,281793.05
682,8295R,2020,284500.00000,283592.00,908.00000,908.00000,SWAYZEE,IN,2021-07-01,281793.05
697,8295R,2020,302500.00000,281604.00,20896.00000,20896.00000,ELIZABETHTOWN,KY,2021-04-01,301124.67
697,8295R,2020,302500.00000,280906.00,21594.00000,21594.00000,ELIZABETHTOWN,KY,2021-05-01,301124.67
697,8295R,2020,302500.00000,280204.00,22296.00000,22296.00000,ELIZABETHTOWN,KY,2021-06-01,301124.67
697,8295R,2020,302500.00000,290024.00,12476.00000,12476.00000,ELIZABETHTOWN,KY,2021-07-01,301124.67
697,8295R,2020,302500.00000,287276.00,15224.00000,15224.00000,ELIZABETHTOWN,KY,2021-08-01,301124.67
719,8295R,2020,292500.00000,284800.00,7700.00000,7700.00000,HUNTINGTON,IN,2021-04-01,291532.78
719,8295R,2020,292500.00000,283398.00,9102.00000,9102.00000,HUNTINGTON,IN,2021-05-01,291532.78
719,8295R,2020,292500.00000,281874.00,10626.00000,10626.00000,BLUFFTON,IN,2021-06-01,291532.78
719,8295R,2020,292500.00000,281734.00,10766.00000,10766.00000,BLUFFTON,IN,2021-06-01,291532.78
719,8295R,2020,292500.00000,281704.00,10796.00000,10796.00000,BLUFFTON,IN,2021-07-01,291532.78
719,8295R,2020,292500.00000,282120.00,10380.00000,10380.00000,BLUFFTON,IN,2021-08-01,291532.78
644,8295R,2020,268161.00000,265870.00,2291.00000,2291.00000,BLAKELY,GA,2021-04-01,279675.55
644,8295R,2020,268161.00000,265326.00,2835.00000,2835.00000,BLAKELY,GA,2021-05-01,279675.55
644,8295R,2020,268161.00000,264766.00,3395.00000,3395.00000,BLAKELY,GA,2021-06-01,279675.55
644,8295R,2020,268161.00000,263540.00,4621.00000,4621.00000,BLAKELY,GA,2021-07-01,279675.55
645,8295R,2020,254900.00000,266494.00,11594.00000,-11594.00000,CAIRO,GA,2021-04-01,259570.85
645,8295R,2020,254900.00000,265926.00,11026.00000,-11026.00000,CAIRO,GA,2021-05-01,259570.85
645,8295R,2020,249500.00000,261934.00,12434.00000,-12434.00000,CAIRO,GA,2021-06-01,259570.85
663,8295R,2018,246000.00000,246060.00,60.00000,-60.00000,CHARLESTON,MO,2021-04-01,280611.87
663,8295R,2018,246000.00000,245528.00,472.00000,472.00000,CHARLESTON,MO,2021-05-01,280611.87
663,8295R,2018,246000.00000,244996.00,1004.00000,1004.00000,CHARLESTON,MO,2021-06-01,280611.87
663,8295R,2018,246000.00000,249312.00,3312.00000,-3312.00000,CHARLESTON,MO,2021-08-01,280611.87
708,8295R,2018,243500.00000,241118.00,2382.00000,2382.00000,COLQUITT,GA,2021-04-01,259871.15
708,8295R,2018,243500.00000,240590.00,2910.00000,2910.00000,COLQUITT,GA,2021-05-01,259871.15
708,8295R,2018,243500.00000,240038.00,3462.00000,3462.00000,COLQUITT,GA,2021-06-01,259871.15
708,8295R,2018,243500.00000,241408.00,2092.00000,2092.00000,COLQUITT,GA,2021-07-01,259871.15
708,8295R,2018,243500.00000,241260.00,2240.00000,2240.00000,COLQUITT,GA,2021-08-01,259871.15
655,8295R,2018,176500.00000,181022.00,4522.00000,-4522.00000,AMERICUS,GA,2021-04-01,248213.35
655,8295R,2018,176500.00000,180558.00,4058.00000,-4058.00000,AMERICUS,GA,2021-05-01,248213.35
655,8295R,2018,176500.00000,180118.00,3618.00000,-3618.00000,AMERICUS,GA,2021-06-01,248213.35
655,8295R,2018,176500.00000,180344.00,3844.00000,-3844.00000,AMERICUS,GA,2021-07-01,248213.35
655,8295R,2018,176500.00000,176776.00,276.00000,-276.00000,AMERICUS,GA,2021-08-01,248213.35
672,8295R,2018,169500.00000,171550.00,2050.00000,-2050.00000,AMERICUS,GA,2021-04-01,248213.35
672,8295R,2018,169500.00000,171086.00,1586.00000,-1586.00000,AMERICUS,GA,2021-05-01,248213.35
672,8295R,2018,169500.00000,170654.00,1154.00000,-1154.00000,AMERICUS,GA,2021-06-01,248213.35
672,8295R,2018,169500.00000,171612.00,2112.00000,-2112.00000,AMERICUS,GA,2021-07-01,248213.35
672,8295R,2018,169500.00000,167190.00,2310.00000,2310.00000,AMERICUS,GA,2021-08-01,248213.35
679,8295R,2018,168500.00000,170038.00,1538.00000,-1538.00000,AMERICUS,GA,2021-04-01,248213.35
679,8295R,2018,168500.00000,169590.00,1090.00000,-1090.00000,AMERICUS,GA,2021-05-01,248213.35
679,8295R,2018,168500.00000,169158.00,658.00000,-658.00000,AMERICUS,GA,2021-06-01,248213.35
679,8295R,2018,168500.00000,170304.00,1804.00000,-1804.00000,AMERICUS,GA,2021-07-01,248213.35
679,8295R,2018,168500.00000,165706.00,2794.00000,2794.00000,AMERICUS,GA,2021-08-01,248213.35
2708,8295R,2017,184999.00000,200498.00,15499.00000,-15499.00000,MADRAS,OR,2021-04-01,261234.05
2708,8295R,2017,184999.00000,199732.00,14733.00000,-14733.00000,MADRAS,OR,2021-05-01,261234.05
2708,8295R,2017,184999.00000,199190.00,14191.00000,-14191.00000,MADRAS,OR,2021-06-01,261234.05
2708,8295R,2017,184999.00000,199130.00,14131.00000,-14131.00000,MADRAS,OR,2021-06-01,261234.05
2708,8295R,2017,184999.00000,198156.00,13157.00000,-13157.00000,MADRAS,OR,2021-07-01,261234.05
740,8310R,2013,165000.00000,175010.00,10010.00000,-10010.00000,LEBANON,IN,2021-04-01,218679.23
740,8310R,2013,165000.00000,174490.00,9490.00000,-9490.00000,LEBANON,IN,2021-05-01,218679.23
740,8310R,2013,167000.00000,175426.00,8426.00000,-8426.00000,LEBANON,IN,2021-06-01,218679.23
740,8310R,2013,167000.00000,175964.00,8964.00000,-8964.00000,LEBANON,IN,2021-08-01,218679.23
761,8310R,2012,112000.00000,115318.00,3318.00000,-3318.00000,WENDELL,ID,2021-04-01,236287.59
761,8310R,2012,112000.00000,114892.00,2892.00000,-2892.00000,WENDELL,ID,2021-05-01,236287.59
761,8310R,2012,112000.00000,114484.00,2484.00000,-2484.00000,WENDELL,ID,2021-06-01,236287.59
761,8310R,2012,112000.00000,109028.00,2972.00000,2972.00000,WENDELL,ID,2021-07-01,236287.59
789,8320R,2020,295000.00000,297726.00,2726.00000,-2726.00000,OKAWVILLE,IL,2021-04-01,302502.97
789,8320R,2020,295000.00000,295322.00,322.00000,-322.00000,OKAWVILLE,IL,2021-05-01,302502.97
789,8320R,2020,295000.00000,294630.00,370.00000,370.00000,OKAWVILLE,IL,2021-06-01,302502.97
789,8320R,2020,295000.00000,294732.00,268.00000,268.00000,OKAWVILLE,IL,2021-07-01,302502.97
2839,8320R,2020,285000.00000,287250.00,2250.00000,-2250.00000,OKAWVILLE,IL,2021-04-01,305888.66
2839,8320R,2020,285000.00000,286046.00,1046.00000,-1046.00000,BREESE,IL,2021-05-01,305888.66
2839,8320R,2020,285000.00000,285358.00,358.00000,-358.00000,BREESE,IL,2021-06-01,305888.66
2839,8320R,2020,290000.00000,287980.00,2020.00000,2020.00000,BREESE,IL,2021-07-01,305888.66
854,8320R,2020,280000.00000,284370.00,4370.00000,-4370.00000,OKAWVILLE,IL,2021-04-01,302502.97
854,8320R,2020,280000.00000,282218.00,2218.00000,-2218.00000,OKAWVILLE,IL,2021-05-01,302502.97
854,8320R,2020,289900.00000,289480.00,420.00000,420.00000,ALEDO,IL,2021-06-01,302502.97
854,8320R,2020,289900.00000,289712.00,188.00000,188.00000,ALEDO,IL,2021-07-01,302502.97
767,8320R,2018,263000.00000,262212.00,788.00000,788.00000,CHARLESTON,MO,2021-04-01,300077.47
767,8320R,2018,263000.00000,261624.00,1376.00000,1376.00000,CHARLESTON,MO,2021-05-01,300077.47
767,8320R,2018,263000.00000,261038.00,1962.00000,1962.00000,CHARLESTON,MO,2021-06-01,300077.47
767,8320R,2018,259000.00000,258636.00,364.00000,364.00000,CHARLESTON,MO,2021-06-01,300077.47
767,8320R,2018,259000.00000,258608.00,392.00000,392.00000,CHARLESTON,MO,2021-07-01,300077.47
767,8320R,2018,259000.00000,259976.00,976.00000,-976.00000,CHARLESTON,MO,2021-08-01,300077.47
849,8320R,2018,227500.00000,237958.00,10458.00000,-10458.00000,COLQUITT,GA,2021-04-01,275951.83
849,8320R,2018,227500.00000,237382.00,9882.00000,-9882.00000,COLQUITT,GA,2021-05-01,275951.83
849,8320R,2018,227500.00000,236806.00,9306.00000,-9306.00000,COLQUITT,GA,2021-06-01,275951.83
849,8320R,2018,227500.00000,234924.00,7424.00000,-7424.00000,COLQUITT,GA,2021-07-01,275951.83
849,8320R,2018,227500.00000,233156.00,5656.00000,-5656.00000,COLQUITT,GA,2021-08-01,275951.83
851,8320R,2018,203500.00000,198550.00,4950.00000,4950.00000,AMERICUS,GA,2021-04-01,286828.08
851,8320R,2018,203500.00000,198022.00,5478.00000,5478.00000,AMERICUS,GA,2021-05-01,286828.08
851,8320R,2018,203500.00000,197494.00,6006.00000,6006.00000,AMERICUS,GA,2021-06-01,286828.08
851,8320R,2018,203500.00000,197336.00,6164.00000,6164.00000,AMERICUS,GA,2021-07-01,286828.08
851,8320R,2018,203500.00000,193286.00,10214.00000,10214.00000,AMERICUS,GA,2021-08-01,286828.08
837,8320R,2017,239999.00000,234400.00,5599.00000,5599.00000,FALL RVR MILL,CA,2021-04-01,276568.60
837,8320R,2017,239999.00000,233936.00,6063.00000,6063.00000,FALL RVR MILL,CA,2021-05-01,276568.60
837,8320R,2017,239999.00000,233472.00,6527.00000,6527.00000,FALL RVR MILL,CA,2021-06-01,276568.60
837,8320R,2017,239999.00000,236536.00,3463.00000,3463.00000,FALL RVR MILL,CA,2021-07-01,276568.60
837,8320R,2017,239999.00000,240312.00,313.00000,-313.00000,FALL RVR MILL,CA,2021-08-01,276568.60
898,8335R,2013,165000.00000,158196.00,6804.00000,6804.00000,ATLANTA,IN,2021-04-01,259779.52
898,8335R,2013,165000.00000,157650.00,7350.00000,7350.00000,ATLANTA,IN,2021-05-01,259779.52
898,8335R,2013,165000.00000,157096.00,7904.00000,7904.00000,ATLANTA,IN,2021-06-01,259779.52
898,8335R,2013,165000.00000,159892.00,5108.00000,5108.00000,ATLANTA,IN,2021-07-01,259779.52
898,8335R,2013,165000.00000,161044.00,3956.00000,3956.00000,ATLANTA,IN,2021-08-01,259779.52
938,8345R,2020,324900.00000,321006.00,3894.00000,3894.00000,HUNTINGTON,IN,2021-04-01,328266.40
938,8345R,2020,324900.00000,320246.00,4654.00000,4654.00000,HUNTINGTON,IN,2021-05-01,328266.40
938,8345R,2020,324900.00000,319486.00,5414.00000,5414.00000,HUNTINGTON,IN,2021-06-01,328266.40
938,8345R,2020,324900.00000,320688.00,4212.00000,4212.00000,HUNTINGTON,IN,2021-07-01,328266.40
965,8345R,2020,314500.00000,309398.00,5102.00000,5102.00000,SHELBYVILLE,KY,2021-04-01,335619.13
965,8345R,2020,314500.00000,307880.00,6620.00000,6620.00000,SHELBYVILLE,KY,2021-07-01,335619.13
1053,8345R,2020,313500.00000,303134.00,10366.00000,10366.00000,ELIZABETHTOWN,KY,2021-04-01,341990.88
1053,8345R,2020,313500.00000,302330.00,11170.00000,11170.00000,ELIZABETHTOWN,KY,2021-05-01,341990.88
1053,8345R,2020,313500.00000,301528.00,11972.00000,11972.00000,ELIZABETHTOWN,KY,2021-06-01,341990.88
3069,8345R,2017,303900.00000,314276.00,10376.00000,-10376.00000,AUBURN,NY,2021-04-01,292779.41
3069,8345R,2017,303900.00000,313786.00,9886.00000,-9886.00000,AUBURN,NY,2021-05-01,292779.41
3069,8345R,2017,303900.00000,313294.00,9394.00000,-9394.00000,AUBURN,NY,2021-06-01,292779.41
1291,8370R,2020,339000.00000,336962.00,2038.00000,2038.00000,CRESCO,IA,2021-04-01,354356.31
1291,8370R,2020,329000.00000,329428.00,428.00000,-428.00000,CRESCO,IA,2021-05-01,354356.31
1291,8370R,2020,329000.00000,328546.00,454.00000,454.00000,CRESCO,IA,2021-06-01,354356.31
1291,8370R,2020,329000.00000,329184.00,184.00000,-184.00000,LIME SPRINGS,IA,2021-07-01,354356.31
1291,8370R,2020,329000.00000,329184.00,184.00000,-184.00000,CRESCO,IA,2021-07-01,354356.31
1291,8370R,2020,329000.00000,327836.00,1164.00000,1164.00000,CRESCO,IA,2021-08-01,354356.31
2086,8370R,2019,289500.00000,305316.00,15816.00000,-15816.00000,BENSON,MN,2021-04-01,336779.52
2086,8370R,2019,289500.00000,304456.00,14956.00000,-14956.00000,BENSON,MN,2021-05-01,336779.52
2086,8370R,2019,289500.00000,303552.00,14052.00000,-14052.00000,BENSON,MN,2021-06-01,336779.52
2086,8370R,2019,289500.00000,303414.00,13914.00000,-13914.00000,BENSON,MN,2021-06-01,336779.52
2086,8370R,2019,289500.00000,303060.00,13560.00000,-13560.00000,BENSON,MN,2021-07-01,336779.52
1265,8370R,2018,231500.00000,230646.00,854.00000,854.00000,AMERICUS,GA,2021-04-01,320360.04
1265,8370R,2018,231500.00000,230006.00,1494.00000,1494.00000,AMERICUS,GA,2021-05-01,320360.04
1265,8370R,2018,231500.00000,229358.00,2142.00000,2142.00000,AMERICUS,GA,2021-06-01,320360.04
1265,8370R,2018,231500.00000,235692.00,4192.00000,-4192.00000,AMERICUS,GA,2021-07-01,320360.04
1265,8370R,2018,231500.00000,230608.00,892.00000,892.00000,AMERICUS,GA,2021-08-01,320360.04
1262,8370R,2017,286900.00000,295950.00,9050.00000,-9050.00000,HAVANA,IL,2021-04-01,312001.69
1262,8370R,2017,286900.00000,295174.00,8274.00000,-8274.00000,HAVANA,IL,2021-05-01,312001.69
1262,8370R,2017,286900.00000,294400.00,7500.00000,-7500.00000,HAVANA,IL,2021-06-01,312001.69
1262,8370R,2017,286900.00000,293430.00,6530.00000,-6530.00000,HAVANA,IL,2021-06-01,312001.69
3222,8370R,2016,229900.00000,242010.00,12110.00000,-12110.00000,LITCHFIELD,IL,2021-04-01,307497.96
3222,8370R,2016,229900.00000,241282.00,11382.00000,-11382.00000,LITCHFIELD,IL,2021-05-01,307497.96
3222,8370R,2016,229900.00000,240342.00,10442.00000,-10442.00000,CARLINVILLE,IL,2021-06-01,307497.96
1245,8370R,2015,271900.00000,266746.00,5154.00000,5154.00000,ASSUMPTION,IL,2021-04-01,302163.40
1245,8370R,2015,271900.00000,266006.00,5894.00000,5894.00000,ASSUMPTION,IL,2021-05-01,302163.40
1245,8370R,2015,271900.00000,265266.00,6634.00000,6634.00000,ASSUMPTION,IL,2021-06-01,302163.40
1245,8370R,2015,259900.00000,254590.00,5310.00000,5310.00000,ASSUMPTION,IL,2021-06-01,302163.40
1379,8400R,2020,345900.00000,343882.00,2018.00000,2018.00000,BOWLING GREEN,KY,2021-04-01,372977.99
1379,8400R,2020,345900.00000,342834.00,3066.00000,3066.00000,BOWLING GREEN,KY,2021-05-01,372977.99
1379,8400R,2020,345900.00000,341900.00,4000.00000,4000.00000,GLASGOW,KY,2021-06-01,372977.99
1379,8400R,2020,345900.00000,341900.00,4000.00000,4000.00000,OWENSBORO,KY,2021-06-01,372977.99
1379,8400R,2020,345900.00000,342480.00,3420.00000,3420.00000,OWENSBORO,KY,2021-07-01,372977.99
1356,8400R,2020,330000.00000,335894.00,5894.00000,-5894.00000,YAZOO CITY,MS,2021-04-01,365549.03
1356,8400R,2020,330000.00000,335102.00,5102.00000,-5102.00000,ROLLING FORK,MS,2021-05-01,365549.03
1356,8400R,2020,345000.00000,343870.00,1130.00000,1130.00000,ROLLING FORK,MS,2021-06-01,365549.03
1356,8400R,2020,333000.00000,340576.00,7576.00000,-7576.00000,ROLLING FORK,MS,2021-07-01,365549.03
1510,8120T,2002,68995.00000,66422.00,2573.00000,2573.00000,HORTONVILLE,WI,2021-04-01,104933.29
1510,8120T,2002,65900.00000,64834.00,1066.00000,1066.00000,HORTONVILLE,WI,2021-05-01,104933.29
1510,8120T,2002,65900.00000,64826.00,1074.00000,1074.00000,HORTONVILLE,WI,2021-06-01,104933.29
1510,8120T,2002,65900.00000,65684.00,216.00000,216.00000,HORTONVILLE,WI,2021-07-01,104933.29
1510,8120T,2002,59900.00000,61704.00,1804.00000,-1804.00000,HORTONVILLE,WI,2021-07-01,104933.29
1510,8120T,2002,59900.00000,64936.00,5036.00000,-5036.00000,HORTONVILLE,WI,2021-08-01,104933.29
1531,8200T,1997,39500.00000,54894.00,15394.00000,-15394.00000,KENT CITY,MI,2021-04-01,98756.35
1537,8200T,1997,39500.00000,54894.00,15394.00000,-15394.00000,KENT CITY,MI,2021-04-01,98756.35
1531,8200T,1997,39500.00000,55034.00,15534.00000,-15534.00000,KENT CITY,MI,2021-06-01,98756.35
1537,8200T,1997,39500.00000,55034.00,15534.00000,-15534.00000,KENT CITY,MI,2021-06-01,98756.35
1531,8200T,1997,39500.00000,55082.00,15582.00000,-15582.00000,KENT CITY,MI,2021-06-01,98756.35
1537,8200T,1997,39500.00000,55082.00,15582.00000,-15582.00000,KENT CITY,MI,2021-06-01,98756.35
1531,8200T,1997,39500.00000,51668.00,12168.00000,-12168.00000,KENT CITY,MI,2021-07-01,98756.35
1537,8200T,1997,39500.00000,51668.00,12168.00000,-12168.00000,KENT CITY,MI,2021-07-01,98756.35
1531,8200T,1997,39500.00000,55648.00,16148.00000,-16148.00000,KENT CITY,MI,2021-08-01,98756.35
1537,8200T,1997,39500.00000,55648.00,16148.00000,-16148.00000,KENT CITY,MI,2021-08-01,98756.35
1934,8320RT,2010,121500.00000,131466.00,9966.00000,-9966.00000,HOLLAND,MI,2021-04-01,201117.84
1934,8320RT,2010,121500.00000,130978.00,9478.00000,-9478.00000,HOLLAND,MI,2021-05-01,201117.84
1934,8320RT,2010,121500.00000,130490.00,8990.00000,-8990.00000,HOLLAND,MI,2021-06-01,201117.84
1934,8320RT,2010,121500.00000,128840.00,7340.00000,-7340.00000,HOLLAND,MI,2021-07-01,201117.84
1934,8320RT,2010,121500.00000,128396.00,6896.00000,-6896.00000,HOLLAND,MI,2021-08-01,201117.84
3927,8345RT,2010,157800.00000,163898.00,6098.00000,-6098.00000,OWATONNA,MN,2021-04-01,225039.43
3927,8345RT,2010,157800.00000,163264.00,5464.00000,-5464.00000,OWATONNA,MN,2021-05-01,225039.43
3927,8345RT,2010,159400.00000,163966.00,4566.00000,-4566.00000,OWATONNA,MN,2021-06-01,225039.43
3927,8345RT,2010,159400.00000,163954.00,4554.00000,-4554.00000,OWATONNA,MN,2021-06-01,225039.43
1022,8345RT,2010,149500.00000,150912.00,1412.00000,-1412.00000,TAFT,TX,2021-04-01,227481.10
1022,8345RT,2010,149500.00000,150444.00,944.00000,-944.00000,TAFT,TX,2021-05-01,227481.10
1022,8345RT,2010,149500.00000,149972.00,472.00000,-472.00000,TAFT,TX,2021-06-01,227481.10
1022,8345RT,2010,149500.00000,150364.00,864.00000,-864.00000,TAFT,TX,2021-07-01,227481.10
931,8345RT,2010,121956.00000,126440.00,4484.00000,-4484.00000,BLACKFOOT,ID,2021-04-01,224546.63
931,8345RT,2010,121956.00000,125922.00,3966.00000,-3966.00000,BLACKFOOT,ID,2021-05-01,224546.63
931,8345RT,2010,121956.00000,125402.00,3446.00000,-3446.00000,BLACKFOOT,ID,2021-06-01,224546.63
931,8345RT,2010,133345.00000,135412.00,2067.00000,-2067.00000,BLACKFOOT,ID,2021-06-01,224546.63
931,8345RT,2010,133345.00000,136360.00,3015.00000,-3015.00000,BLACKFOOT,ID,2021-07-01,224546.63
1021,8345RT,2010,135000.00000,139102.00,4102.00000,-4102.00000,HUMBOLDT,IA,2021-04-01,225884.12
1021,8345RT,2010,135000.00000,138514.00,3514.00000,-3514.00000,HUMBOLDT,IA,2021-05-01,225884.12
1021,8345RT,2010,135000.00000,137922.00,2922.00000,-2922.00000,HUMBOLDT,IA,2021-06-01,225884.12
1021,8345RT,2010,135000.00000,138308.00,3308.00000,-3308.00000,ESTHERVILLE,IA,2021-08-01,225884.12
963,8345RT,2010,123200.00000,129326.00,6126.00000,-6126.00000,TYLER,MN,2021-04-01,223979.14
963,8345RT,2010,123200.00000,128770.00,5570.00000,-5570.00000,TYLER,MN,2021-05-01,223979.14
963,8345RT,2010,124500.00000,129290.00,4790.00000,-4790.00000,TYLER,MN,2021-06-01,223979.14
963,8345RT,2010,124500.00000,129672.00,5172.00000,-5172.00000,TYLER,MN,2021-07-01,223979.14
963,8345RT,2010,124500.00000,131384.00,6884.00000,-6884.00000,TYLER,MN,2021-08-01,223979.14
932,8345RT,2010,109900.00000,111532.00,1632.00000,-1632.00000,AMERICAN FALLS,ID,2021-04-01,236930.54
932,8345RT,2010,109900.00000,111052.00,1152.00000,-1152.00000,AMERICAN FALLS,ID,2021-05-01,236930.54
932,8345RT,2010,109900.00000,110576.00,676.00000,-676.00000,AMERICAN FALLS,ID,2021-06-01,236930.54
932,8345RT,2010,109900.00000,109484.00,416.00000,416.00000,AMERICAN FALLS,ID,2021-07-01,236930.54
982,8345RT,2010,109500.00000,109678.00,178.00000,-178.00000,GREAT BEND,KS,2021-04-01,225550.71
982,8345RT,2010,109500.00000,109300.00,200.00000,200.00000,GREAT BEND,KS,2021-05-01,225550.71
982,8345RT,2010,109500.00000,108920.00,580.00000,580.00000,GREAT BEND,KS,2021-06-01,225550.71
982,8345RT,2010,109500.00000,108920.00,580.00000,580.00000,GREENSBURG,KS,2021-06-01,225550.71
2215,8400T,1997,43000.00000,99874.00,56874.00000,-56874.00000,GRAFTON,ND,2021-04-01,111679.26
2215,8400T,1997,43000.00000,99870.00,56870.00000,-56870.00000,GRAFTON,ND,2021-05-01,111679.26
2215,8400T,1997,43000.00000,99858.00,56858.00000,-56858.00000,GRAFTON,ND,2021-06-01,111679.26
2215,8400T,1997,43000.00000,92240.00,49240.00000,-49240.00000,GRAFTON,ND,2021-07-01,111679.26
2215,8400T,1997,43000.00000,95752.00,52752.00000,-52752.00000,GRAFTON,ND,2021-08-01,111679.26
1599,8400T,1997,32000.00000,123714.00,91714.00000,-91714.00000,LA GRANDE,OR,2021-04-01,112591.71
1599,8400T,1997,32000.00000,123858.00,91858.00000,-91858.00000,LA GRANDE,OR,2021-05-01,112591.71
1599,8400T,1997,32000.00000,124008.00,92008.00000,-92008.00000,LA GRANDE,OR,2021-06-01,112591.71
1599,8400T,1997,32000.00000,118528.00,86528.00000,-86528.00000,LA GRANDE,OR,2021-07-01,112591.71
